InventoryID,WarehouseID,ProductID,OnHand,OnOrder,LastUpdated
36041,5003,1009,8548,1355,2025-11-26
36042,5008,1004,10483,2477,2023-10-26
36043,5012,1024,122,3978,2023-02-28
36044,5012,1010,9467,3139,2023-08-19
36045,5015,1002,19345,2536,2023-01-14
36046,5001,1025,2998,4726,2023-06-06
36047,5008,1024,210,1037,2025-10-19
36048,5004,1013,18357,4601,2025-03-10
36049,5001,1024,557,4219,2025-10-09
36050,5012,1015,3768,3270,2024-03-20
36051,5015,1009,5821,1157,2025-10-14
36052,5001,1021,8388,1103,2023-07-10
36053,5003,1025,5760,1496,2024-12-19
36054,5014,1020,6757,1185,2025-09-17
36055,5004,1023,1227,657,2025-05-15
36056,5010,1004,1439,4357,2025-01-20
36057,5005,1007,8679,3995,2023-04-27
36058,5011,1024,8655,2479,2024-04-08
36059,5004,1005,203,4172,2025-11-22
36060,5006,1018,14536,3998,2025-01-06
36061,5007,1012,3942,1992,2024-11-30
36062,5015,1015,6775,4624,2024-06-20
36063,5002,1009,334,722,2023-10-06
36064,5012,1025,3637,4504,2025-03-16
36065,5004,1010,15162,4683,2023-03-22
36066,5005,1024,18959,759,2023-05-21
36067,5006,1019,10372,1387,2025-09-21
36068,5002,1021,13198,3344,2025-04-04
36069,5015,1005,14561,949,2023-08-30
36070,5008,1002,18244,2455,2025-02-26
36071,5006,1014,14016,115,2025-12-07
36072,5002,1004,4969,4969,2023-02-17
36073,5015,1005,9575,1989,2024-05-22
36074,5005,1019,16836,2622,2023-10-27
36075,5015,1006,2621,1903,2024-02-29
36076,5008,1012,19346,3396,2025-07-22
36077,5002,1017,12137,1753,2023-06-03
36078,5005,1003,3019,4655,2024-09-08
36079,5014,1017,12049,4716,2024-02-13
36080,5011,1018,14227,1356,2023-12-10
36081,5012,1004,4852,4021,2024-09-13
36082,5005,1023,3097,4351,2024-05-09
36083,5003,1020,10940,247,2024-10-29
36084,5006,1003,11066,254,2023-11-11
36085,5013,1023,12728,3050,2023-06-26
36086,5005,1010,10667,1705,2023-05-05
36087,5007,1024,3660,3186,2023-04-10
36088,5008,1008,13267,288,2023-01-20
36089,5010,1012,17052,2250,2024-02-29
36090,5013,1013,18198,4283,2024-02-01
36091,5001,1023,18891,4781,2025-03-27
36092,5009,1005,13571,1955,2023-05-18
36093,5004,1011,5730,1518,2023-06-12
36094,5013,1017,1427,2902,2023-02-18
36095,5003,1016,10570,1258,2024-04-29
36096,5009,1024,15630,4342,2025-10-16
36097,5011,1006,1346,2241,2025-05-24
36098,5009,1010,10838,1551,2023-12-10
36099,5004,1020,19869,3300,2023-10-26
36100,5002,1020,11995,3158,2025-05-09
36101,5006,1025,5270,353,2023-08-17
36102,5007,1013,17745,579,2025-10-25
36103,5008,1017,473,3709,2023-02-25
36104,5011,1015,4513,649,2024-04-21
36105,5014,1018,9403,857,2025-06-24
36106,5001,1009,14239,2532,2024-06-17
36107,5007,1023,3101,361,2023-06-09
36108,5001,1009,11083,2768,2023-09-07
36109,5014,1011,19955,2594,2024-06-05
36110,5005,1006,519,391,2025-07-17
36111,5012,1024,18584,551,2025-10-03
36112,5013,1018,7638,1424,2025-10-05
36113,5013,1009,8825,1867,2024-06-22
36114,5004,1021,15790,3639,2023-03-10
36115,5015,1008,19053,2926,2023-10-26
36116,5012,1014,12008,2268,2025-01-05
36117,5014,1003,4960,2030,2024-04-26
36118,5014,1022,1628,620,2025-06-04
36119,5008,1022,12171,1243,2025-10-21
36120,5014,1017,650,4794,2024-11-21
36121,5013,1014,5049,3133,2024-01-15
36122,5015,1016,4499,4576,2023-07-17
36123,5014,1022,11239,3091,2024-03-09
36124,5001,1003,16310,918,2024-12-11
36125,5002,1003,15463,2970,2023-03-02
36126,5014,1008,5150,4616,2024-05-24
36127,5015,1005,19401,859,2024-05-18
36128,5008,1019,10712,4690,2025-02-24
36129,5001,1010,6428,4822,2024-12-14
36130,5005,1009,2346,2607,2025-07-16
36131,5013,1006,5536,1128,2024-01-20
36132,5001,1006,14005,295,2023-01-02
36133,5007,1019,19729,4060,2023-03-16
36134,5010,1003,4418,741,2024-01-11
36135,5005,1008,3505,4658,2024-04-24
36136,5004,1001,3909,3208,2023-04-25
36137,5014,1008,5095,4415,2023-05-27
36138,5002,1020,6084,227,2023-03-16
36139,5001,1002,18339,1954,2025-11-12
36140,5008,1019,13934,948,2023-12-20
36141,5007,1013,922,3212,2025-05-27
36142,5014,1022,11197,4448,2025-02-03
36143,5012,1025,7479,3722,2024-10-20
36144,5010,1022,9555,1352,2025-02-17
36145,5011,1010,13302,2634,2024-04-12
36146,5013,1013,3889,916,2025-04-27
36147,5005,1018,13490,1111,2023-02-17
36148,5002,1002,17657,736,2025-12-15
36149,5004,1017,8501,1771,2024-05-20
36150,5003,1009,7259,2409,2023-07-07
36151,5002,1007,18595,818,2024-06-15
36152,5008,1015,13274,1210,2023-04-20
36153,5002,1018,17492,623,2023-07-16
36154,5003,1024,18209,1227,2023-09-14
36155,5015,1016,14166,1344,2023-10-31
36156,5003,1006,14029,522,2025-10-27
36157,5007,1004,4364,2369,2024-03-01
36158,5003,1011,3528,2454,2023-02-22
36159,5011,1002,14624,4533,2025-09-21
36160,5013,1005,3292,1339,2023-04-16
36161,5001,1024,18815,2422,2024-11-11
36162,5002,1015,3558,202,2023-10-02
36163,5002,1017,1928,890,2025-06-08
36164,5012,1014,168,1572,2025-08-04
36165,5008,1020,13924,1156,2023-09-29
36166,5009,1021,5166,3990,2025-09-22
36167,5008,1004,3102,3707,2024-08-11
36168,5004,1001,1911,1415,2023-06-03
36169,5007,1016,5409,347,2023-03-23
36170,5014,1024,505,3616,2023-07-31
36171,5009,1006,5609,2486,2023-04-06
36172,5014,1016,2867,2751,2023-11-27
36173,5001,1022,13541,3230,2025-05-07
36174,5011,1020,9326,222,2023-09-13
36175,5010,1020,4686,2853,2023-05-29
36176,5010,1024,10370,702,2025-01-31
36177,5001,1008,13831,4611,2023-03-19
36178,5001,1008,19990,1508,2023-02-21
36179,5015,1015,13523,4757,2024-07-05
36180,5008,1009,8862,4620,2023-08-14
36181,5014,1014,10005,1399,2024-01-20
36182,5003,1001,57,1706,2023-09-30
36183,5002,1024,2462,3430,2023-08-21
36184,5013,1004,6841,2360,2025-12-22
36185,5012,1009,18201,299,2024-05-11
36186,5010,1001,13636,429,2023-03-11
36187,5002,1010,5173,2604,2024-09-03
36188,5013,1021,7533,1103,2023-04-07
36189,5001,1011,12699,2128,2025-01-04
36190,5009,1015,9275,491,2024-05-26
36191,5012,1002,733,4552,2025-12-05
36192,5013,1009,5859,1246,2025-11-14
36193,5015,1003,15204,3073,2025-03-08
36194,5013,1010,6038,941,2023-09-28
36195,5001,1002,12549,858,2024-10-08
36196,5014,1019,267,3245,2025-10-04
36197,5012,1010,2720,1865,2024-06-22
36198,5001,1017,14563,4070,2023-05-12
36199,5012,1006,18770,3007,2025-10-01
36200,5003,1015,12856,3416,2024-02-26
36201,5001,1024,5096,3995,2023-06-14
36202,5013,1005,14013,3277,2025-10-27
36203,5013,1021,19537,1639,2023-12-18
36204,5012,1002,7309,2840,2023-07-05
36205,5011,1023,1304,2125,2024-10-06
36206,5004,1007,5509,712,2023-10-05
36207,5015,1011,9454,1842,2024-01-02
36208,5008,1008,19841,1891,2023-07-02
36209,5013,1013,14740,2158,2023-08-16
36210,5003,1020,11495,4329,2023-10-19
36211,5007,1016,11235,2829,2025-09-20
36212,5006,1007,5823,2799,2023-04-30
36213,5008,1022,8601,488,2023-01-30
36214,5008,1010,12993,1302,2024-08-19
36215,5002,1024,11219,3085,2023-10-15
36216,5010,1006,2341,4965,2023-03-16
36217,5004,1004,11513,1030,2024-01-13
36218,5015,1021,14485,2068,2025-08-31
36219,5002,1024,8283,1665,2024-11-05
36220,5005,1012,16427,4366,2024-08-16
36221,5005,1001,2936,2351,2024-03-25
36222,5010,1011,9288,1712,2024-12-14
36223,5008,1016,13002,3100,2023-09-29
36224,5004,1011,18009,2736,2024-09-22
36225,5013,1011,3834,3256,2025-03-01
36226,5003,1017,15010,455,2024-10-15
36227,5009,1005,3853,2102,2025-01-09
36228,5009,1003,19931,1734,2024-11-19
36229,5003,1022,19837,1323,2023-05-10
36230,5004,1011,11285,1889,2024-06-05
36231,5003,1005,1096,4996,2024-02-27
36232,5013,1009,15682,2489,2023-03-27
36233,5008,1011,8867,4680,2025-12-18
36234,5008,1023,16617,3146,2023-03-24
36235,5010,1005,11160,4399,2024-12-20
36236,5015,1011,2179,719,2023-02-11
36237,5012,1011,6874,54,2024-12-04
36238,5001,1019,14860,3236,2023-06-11
36239,5011,1011,11581,2331,2024-12-26
36240,5004,1021,17446,720,2023-06-25
36241,5010,1022,3811,2991,2023-11-05
36242,5005,1019,589,1146,2025-01-23
36243,5005,1022,13468,4951,2024-04-23
36244,5011,1020,1151,4533,2023-11-23
36245,5012,1012,8558,1229,2023-10-01
36246,5002,1015,19863,212,2025-11-27
36247,5006,1008,19788,2313,2024-01-11
36248,5006,1010,6875,3902,2024-07-11
36249,5015,1021,19008,3136,2025-09-06
36250,5015,1006,2829,2529,2024-03-24
36251,5004,1023,18495,2089,2025-03-13
36252,5012,1015,10934,4524,2024-11-29
36253,5005,1014,12218,3065,2023-08-26
36254,5002,1007,4636,1179,2025-09-04
36255,5012,1011,3469,3865,2025-11-25
36256,5005,1016,14184,2754,2024-03-03
36257,5006,1013,4500,240,2025-12-26
36258,5002,1016,17481,2691,2025-07-24
36259,5004,1015,1649,628,2025-12-31
36260,5006,1011,5011,659,2025-07-13
36261,5012,1002,6764,1539,2023-08-22
36262,5004,1022,13673,1510,2025-10-20
36263,5006,1014,9787,3936,2023-11-13
36264,5001,1015,9112,4598,2023-02-17
36265,5009,1013,9552,3442,2023-05-13
36266,5010,1002,2545,131,2023-08-12
36267,5010,1012,19991,3051,2025-06-05
36268,5003,1013,639,898,2023-03-30
36269,5009,1015,15682,4763,2023-06-07
36270,5015,1022,12225,843,2023-10-20
36271,5007,1021,19849,1387,2025-12-19
36272,5001,1010,6118,1192,2023-03-29
36273,5002,1018,7748,4320,2024-08-16
36274,5015,1011,19306,1803,2023-12-22
36275,5007,1011,608,3147,2023-09-13
36276,5012,1019,17530,4072,2023-01-13
36277,5007,1019,5152,2956,2023-02-15
36278,5007,1022,4989,681,2024-11-24
36279,5007,1025,14585,1301,2024-03-04
36280,5013,1024,15698,2918,2023-10-09
36281,5001,1011,11166,3306,2024-05-04
36282,5008,1024,2336,1150,2025-09-03
36283,5015,1019,11391,1625,2024-02-11
36284,5014,1003,1442,943,2024-12-05
36285,5008,1021,5091,4605,2025-04-01
36286,5015,1010,15865,4149,2023-11-21
36287,5013,1007,7772,4085,2023-12-24
36288,5011,1017,18117,2155,2024-01-25
36289,5010,1003,14334,4548,2024-04-01
36290,5002,1023,8427,62,2024-03-31
36291,5013,1003,17884,1701,2025-03-21
36292,5008,1009,19030,1110,2024-08-27
36293,5015,1025,2719,4226,2025-04-19
36294,5006,1006,16919,4207,2023-12-03
36295,5005,1013,7815,3644,2023-10-09
36296,5001,1007,15596,1036,2023-04-14
36297,5013,1022,10320,3793,2025-01-17
36298,5009,1010,3397,1572,2024-05-15
36299,5007,1002,5434,4423,2023-10-27
36300,5002,1010,6366,1635,2024-09-16
36301,5004,1002,1463,2523,2025-08-08
36302,5015,1008,6066,652,2023-09-10
36303,5009,1022,5916,2687,2023-06-08
36304,5001,1023,8695,3088,2023-11-06
36305,5005,1012,6884,2770,2024-05-16
36306,5015,1023,18164,4702,2023-09-28
36307,5006,1019,16738,3749,2023-06-22
36308,5012,1008,2230,1659,2025-02-04
36309,5015,1014,11218,285,2023-02-15
36310,5014,1009,19424,4093,2025-12-12
36311,5003,1024,10896,2541,2023-11-03
36312,5001,1013,11459,3588,2023-09-12
36313,5009,1021,7364,969,2024-08-05
36314,5012,1002,2375,3913,2025-05-19
36315,5011,1004,19316,2628,2025-10-11
36316,5012,1008,17879,1796,2024-05-11
36317,5008,1019,9557,2410,2025-10-16
36318,5004,1024,499,3226,2024-10-19
36319,5007,1015,12233,1958,2024-02-06
36320,5012,1024,633,3579,2024-07-25
36321,5015,1018,9468,1278,2024-11-19
36322,5012,1015,12149,2800,2023-02-16
36323,5011,1003,8334,896,2024-11-07
36324,5002,1009,11017,686,2025-05-30
36325,5009,1014,5243,2733,2023-09-25
36326,5015,1016,11452,4210,2024-04-10
36327,5009,1015,9629,1693,2023-02-21
36328,5010,1023,4874,2214,2025-09-10
36329,5003,1003,7142,1973,2023-02-10
36330,5003,1005,59,2137,2024-02-24
36331,5015,1007,15958,3783,2025-10-06
36332,5007,1011,11413,2196,2023-11-23
36333,5007,1005,8814,4743,2025-06-21
36334,5006,1007,6964,271,2023-08-17
36335,5008,1010,11442,4291,2023-02-04
36336,5005,1013,17571,3928,2025-04-13
36337,5005,1025,3646,4174,2025-02-09
36338,5005,1007,18350,191,2023-01-20
36339,5002,1008,19349,1792,2024-11-06
36340,5007,1006,17384,532,2024-09-17
36341,5009,1022,926,4040,2024-04-01
36342,5007,1008,12671,930,2023-05-03
36343,5008,1022,6493,2210,2025-10-05
36344,5006,1016,10705,929,2025-06-15
36345,5010,1009,6951,2973,2023-08-18
36346,5012,1012,11658,1385,2023-09-24
36347,5015,1024,4033,4084,2025-12-16
36348,5001,1022,5474,1875,2025-11-26
36349,5006,1013,819,3937,2025-05-01
36350,5003,1025,2438,4487,2023-09-03
36351,5012,1015,12773,294,2023-02-12
36352,5011,1014,19593,2452,2025-09-16
36353,5006,1012,662,1324,2025-01-22
36354,5008,1002,7730,4253,2023-08-29
36355,5010,1022,15582,2696,2024-11-04
36356,5011,1021,10886,4343,2024-05-06
36357,5003,1005,13672,1288,2024-12-24
36358,5015,1019,18651,3341,2025-12-15
36359,5001,1006,18720,994,2024-11-14
36360,5013,1004,4807,2526,2024-04-14
36361,5001,1018,6113,1511,2025-11-16
36362,5007,1020,6762,3149,2024-04-14
36363,5013,1020,3709,2169,2023-03-28
36364,5015,1004,10661,3250,2024-01-11
36365,5011,1007,19260,4118,2025-03-20
36366,5005,1019,18398,3867,2024-03-12
36367,5010,1002,2894,3388,2025-09-28
36368,5013,1009,14309,1379,2024-08-29
36369,5011,1013,18561,3975,2023-05-01
36370,5006,1007,17555,4233,2023-02-25
36371,5011,1012,7809,3680,2023-11-19
36372,5005,1019,11215,3154,2024-06-07
36373,5010,1021,17907,3108,2024-06-23
36374,5002,1025,14344,2214,2023-08-14
36375,5008,1001,16109,3632,2025-06-26
36376,5008,1018,14615,2977,2024-12-26
36377,5004,1018,13178,4051,2024-08-07
36378,5004,1004,10088,2641,2023-10-07
36379,5011,1003,7008,710,2023-04-09
36380,5007,1009,13259,3194,2024-04-24
36381,5013,1010,3482,4623,2025-06-16
36382,5001,1014,5343,647,2025-06-21
36383,5015,1010,19703,4646,2025-08-21
36384,5003,1020,7927,2195,2023-03-11
36385,5001,1002,2021,2687,2024-02-12
36386,5004,1007,7190,2809,2024-06-04
36387,5004,1004,143,4327,2024-02-07
36388,5007,1016,14735,2141,2025-06-05
36389,5002,1014,10483,3301,2025-05-19
36390,5012,1020,8533,1383,2024-08-08
36391,5008,1008,4128,4497,2023-11-24
36392,5008,1022,19811,573,2025-06-25
36393,5013,1012,18876,4270,2023-12-18
36394,5010,1017,17402,940,2025-11-26
36395,5009,1023,18924,1479,2024-11-15
36396,5001,1014,15057,209,2025-03-24
36397,5013,1023,6433,2168,2024-11-29
36398,5011,1019,18165,3629,2025-08-08
36399,5012,1007,18130,3114,2024-03-01
36400,5011,1015,4380,1068,2023-10-12
36401,5003,1005,1920,2419,2023-06-02
36402,5007,1022,14421,3762,2024-11-06
36403,5004,1014,19043,3509,2025-12-15
36404,5002,1009,17888,4106,2024-07-12
36405,5009,1006,14037,3969,2025-07-04
36406,5004,1001,4704,1099,2025-03-14
36407,5011,1006,13205,2292,2024-03-31
36408,5013,1024,18195,3472,2025-02-24
36409,5001,1012,8122,3936,2024-09-01
36410,5008,1013,17941,4187,2024-02-11
36411,5005,1016,9616,927,2023-08-25
36412,5006,1013,15462,4574,2025-10-29
36413,5006,1001,14006,4923,2024-03-06
36414,5010,1002,2659,3024,2023-01-01
36415,5005,1013,9865,4231,2025-11-02
36416,5003,1006,13873,4708,2025-04-04
36417,5010,1003,12436,126,2023-08-17
36418,5001,1025,11472,1239,2023-03-13
36419,5005,1019,10659,2655,2024-08-11
36420,5008,1013,4894,4681,2025-01-06
36421,5005,1005,11856,2831,2025-12-20
36422,5011,1015,15371,1938,2025-02-08
36423,5014,1001,12063,892,2024-11-14
36424,5004,1009,11364,1776,2024-12-21
36425,5013,1013,12687,903,2023-10-12
36426,5014,1003,7216,4676,2023-06-25
36427,5004,1001,11155,3665,2023-06-04
36428,5008,1013,7706,3501,2025-12-13
36429,5003,1019,7407,3374,2023-06-14
36430,5005,1010,8147,1201,2024-03-04
36431,5014,1002,4772,3601,2025-04-08
36432,5004,1006,12425,4633,2024-01-26
36433,5011,1019,755,3657,2024-12-15
36434,5013,1017,9831,3894,2024-10-03
36435,5012,1025,11846,2039,2025-04-25
36436,5014,1019,11195,3248,2023-09-19
36437,5015,1021,6216,1509,2025-06-25
36438,5012,1008,6592,670,2025-08-10
36439,5015,1016,9015,377,2023-09-06
36440,5009,1005,9691,4788,2025-05-11
36441,5012,1017,1039,3862,2023-10-08
36442,5012,1001,315,3367,2023-10-14
36443,5008,1025,2431,390,2025-02-19
36444,5003,1010,11940,1189,2023-09-17
36445,5009,1015,15814,3429,2025-09-30
36446,5007,1004,13593,4619,2024-11-20
36447,5009,1019,691,1207,2025-03-23
36448,5015,1001,10278,3089,2025-06-17
36449,5009,1006,12074,2583,2025-06-13
36450,5008,1020,5554,4633,2024-03-25
36451,5003,1004,10251,1473,2025-02-10
36452,5012,1007,12837,2966,2025-01-21
36453,5003,1023,14355,871,2025-06-29
36454,5007,1011,9174,745,2024-12-30
36455,5006,1016,15243,131,2025-09-08
36456,5003,1023,17395,608,2024-10-03
36457,5013,1009,1603,645,2025-05-23
36458,5008,1023,7867,100,2025-03-26
36459,5015,1011,5130,1819,2023-09-12
36460,5003,1004,10235,3875,2024-12-13
36461,5015,1003,8992,1975,2023-03-21
36462,5015,1011,17433,648,2023-11-06
36463,5008,1017,13561,3125,2025-01-04
36464,5006,1009,9597,2926,2023-07-24
36465,5014,1008,10651,3950,2024-11-28
36466,5006,1007,6621,4528,2025-12-18
36467,5008,1009,14669,2311,2024-03-04
36468,5009,1014,16971,186,2025-09-05
36469,5002,1008,17282,905,2025-11-13
36470,5010,1008,12386,4211,2025-04-08
36471,5009,1022,13411,2699,2024-09-19
36472,5010,1015,3821,4809,2024-12-11
36473,5007,1007,5816,164,2025-05-07
36474,5013,1019,9899,3847,2024-01-22
36475,5004,1013,469,3475,2025-10-15
36476,5002,1025,15814,2141,2024-07-04
36477,5008,1014,10054,1390,2024-06-04
36478,5002,1024,17740,1371,2024-12-27
36479,5011,1001,18994,2247,2023-06-02
36480,5015,1010,5335,3123,2024-03-29
36481,5007,1011,16430,3450,2025-03-08
36482,5007,1006,2518,2940,2024-12-16
36483,5004,1022,1358,4976,2024-11-26
36484,5011,1013,1888,734,2024-09-19
36485,5002,1012,3708,4134,2025-01-16
36486,5010,1011,18631,3615,2024-03-01
36487,5010,1025,79,3804,2024-12-06
36488,5013,1001,8807,470,2025-07-02
36489,5013,1003,6158,3383,2023-07-29
36490,5007,1011,13491,276,2023-01-31
36491,5014,1010,17864,2544,2024-10-21
36492,5002,1001,2776,839,2024-03-31
36493,5014,1006,2886,4546,2024-03-02
36494,5007,1007,11330,4311,2023-06-20
36495,5009,1006,16556,913,2023-07-09
36496,5002,1021,2724,139,2025-10-22
36497,5013,1025,9157,4616,2024-02-08
36498,5009,1004,2161,1348,2024-07-27
36499,5002,1005,3581,2934,2024-04-07
36500,5013,1020,14372,184,2024-11-11
36501,5015,1024,11177,2951,2025-12-26
36502,5014,1014,58,800,2025-10-26
36503,5012,1014,12183,2046,2025-07-14
36504,5008,1003,11752,1013,2025-05-14
36505,5011,1012,6928,886,2025-09-04
36506,5006,1010,5859,1659,2024-04-17
36507,5005,1018,9471,1078,2023-03-21
36508,5008,1010,8859,3681,2024-05-12
36509,5004,1018,1170,2012,2024-05-03
36510,5013,1008,5084,3421,2023-11-24
36511,5007,1017,19955,1638,2025-12-05
36512,5013,1005,7906,1911,2025-03-17
36513,5003,1016,2426,4587,2023-07-11
36514,5002,1004,3982,1740,2025-05-20
36515,5014,1003,10567,4070,2023-12-02
36516,5008,1011,16659,2389,2024-06-29
36517,5002,1016,17301,552,2023-10-06
36518,5005,1024,19883,2608,2025-08-20
36519,5008,1004,2690,3770,2024-05-21
36520,5013,1005,9234,2828,2025-07-26
36521,5015,1008,5586,2531,2023-08-14
36522,5003,1015,9675,2530,2025-12-25
36523,5014,1001,4342,820,2024-05-01
36524,5012,1025,18630,465,2025-01-30
36525,5008,1022,16870,2375,2025-11-29
36526,5010,1006,8196,2532,2023-06-12
36527,5015,1005,12194,2347,2025-02-07
36528,5006,1015,7429,1897,2025-01-31
36529,5015,1018,8360,1784,2023-10-02
36530,5004,1024,5991,155,2025-01-25
36531,5002,1021,16851,3187,2025-05-26
36532,5006,1018,507,3044,2023-03-04
36533,5015,1009,1757,4937,2025-01-02
36534,5008,1003,17988,1216,2025-01-05
36535,5013,1011,14439,3466,2025-05-03
36536,5008,1020,2481,3577,2025-11-11
36537,5012,1025,1705,1911,2023-10-20
36538,5011,1002,6266,2001,2024-02-23
36539,5001,1019,8909,1883,2024-01-08
36540,5013,1005,9106,1083,2024-07-31
36541,5002,1023,10806,4456,2023-12-17
36542,5013,1024,3956,1225,2025-09-27
36543,5002,1018,16939,1482,2023-02-25
36544,5001,1008,388,2540,2023-12-19
36545,5003,1007,10175,3735,2025-03-06
36546,5004,1018,19881,156,2025-07-23
36547,5008,1011,7047,1286,2024-05-05
36548,5014,1002,14779,926,2025-08-20
36549,5007,1008,19292,263,2024-07-25
36550,5004,1016,5137,3455,2024-11-17
36551,5013,1014,5920,2645,2025-06-26
36552,5013,1019,9220,277,2024-12-13
36553,5006,1004,4356,3101,2024-06-25
36554,5008,1020,7681,1812,2024-05-16
36555,5006,1021,8777,1706,2024-07-25
36556,5006,1014,4816,69,2023-10-25
36557,5014,1007,4180,4262,2023-06-24
36558,5013,1019,6851,189,2023-03-11
36559,5005,1005,15243,505,2023-10-16
36560,5002,1003,12906,2909,2023-07-10
36561,5002,1014,16570,1521,2024-12-31
36562,5008,1012,2140,751,2025-06-28
36563,5004,1008,11700,3855,2023-02-15
36564,5009,1016,19316,1526,2025-01-25
36565,5014,1020,9364,4048,2024-08-12
36566,5007,1004,14950,2232,2024-07-23
36567,5012,1012,8951,1431,2024-11-07
36568,5005,1003,16055,1164,2023-12-03
36569,5003,1018,12991,2774,2024-11-24
36570,5004,1001,11199,2081,2025-02-26
36571,5005,1003,8426,4425,2024-12-02
36572,5002,1014,12656,30,2023-03-01
36573,5011,1022,5404,1562,2023-07-13
36574,5015,1011,17372,1413,2025-08-30
36575,5007,1022,4646,3349,2025-09-17
36576,5002,1001,560,1837,2025-12-25
36577,5003,1004,3185,1299,2024-01-28
36578,5011,1023,18700,1147,2024-04-19
36579,5004,1007,4486,3035,2024-03-03
36580,5006,1014,15460,2372,2023-02-08
36581,5006,1013,18608,4554,2023-03-20
36582,5012,1025,7372,2979,2025-11-27
36583,5003,1008,7442,3242,2025-03-27
36584,5002,1003,1724,1627,2024-07-09
36585,5007,1003,13006,2719,2025-07-14
36586,5006,1019,4369,1697,2025-03-27
36587,5008,1002,11404,1340,2025-08-03
36588,5001,1002,7067,2729,2024-03-18
36589,5009,1007,11216,3716,2024-08-18
36590,5010,1014,676,2972,2024-01-10
36591,5001,1017,408,1435,2024-06-18
36592,5011,1020,326,2284,2024-08-24
36593,5009,1002,16611,697,2024-02-09
36594,5014,1010,4799,1754,2023-04-24
36595,5013,1011,2841,2793,2023-04-14
36596,5010,1020,6915,4953,2024-04-13
36597,5005,1023,19350,1532,2025-10-07
36598,5015,1016,18298,1830,2023-05-21
36599,5001,1003,1982,1135,2024-07-11
36600,5002,1016,6661,3688,2023-04-15
36601,5007,1024,6919,887,2023-02-24
36602,5010,1007,17318,844,2024-07-19
36603,5011,1020,5717,259,2025-11-24
36604,5006,1023,633,1550,2023-01-18
36605,5004,1020,15313,1867,2023-04-17
36606,5007,1017,6157,1864,2023-09-04
36607,5009,1011,16151,2507,2025-09-03
36608,5010,1001,15050,1470,2023-03-22
36609,5014,1002,15932,3479,2024-09-19
36610,5009,1019,13664,201,2023-05-23
36611,5009,1015,54,2165,2024-11-18
36612,5011,1004,19679,4890,2025-03-25
36613,5005,1004,1436,4136,2023-02-09
36614,5008,1007,741,2026,2024-08-20
36615,5015,1017,7698,686,2023-10-15
36616,5014,1013,3668,3843,2025-06-19
36617,5002,1016,13974,4623,2023-05-27
36618,5002,1013,7825,1662,2023-03-29
36619,5005,1024,1468,1435,2023-12-12
36620,5010,1012,13870,3617,2025-07-18
36621,5014,1015,6232,2827,2024-12-15
36622,5015,1025,18807,88,2025-03-17
36623,5014,1010,328,1526,2025-04-10
36624,5002,1017,10498,1364,2024-09-07
36625,5006,1023,11346,2097,2023-12-13
36626,5009,1010,3497,1795,2023-07-02
36627,5004,1015,64,4459,2025-10-13
36628,5012,1025,3683,4736,2025-04-30
36629,5001,1013,8271,530,2023-05-19
36630,5007,1011,3344,3117,2025-08-06
36631,5009,1014,12187,3908,2023-12-25
36632,5012,1017,1127,2519,2024-02-07
36633,5002,1013,1561,55,2023-10-08
36634,5012,1004,7568,3124,2025-10-26
36635,5006,1018,3437,2215,2025-06-13
36636,5006,1017,6693,2523,2023-03-11
36637,5015,1015,4995,2728,2024-08-24
36638,5012,1025,3209,4269,2025-01-19
36639,5010,1007,18127,4746,2024-07-27
36640,5009,1022,13402,4711,2024-08-13
36641,5015,1017,9092,3291,2025-07-20
36642,5006,1012,18816,1081,2024-04-30
36643,5005,1005,8783,645,2025-08-21
36644,5001,1015,8954,4363,2024-01-26
36645,5012,1018,12570,744,2024-06-07
36646,5012,1008,4700,2904,2025-08-17
36647,5012,1021,14681,3588,2024-08-22
36648,5013,1020,10963,288,2024-09-02
36649,5009,1006,8372,347,2025-06-12
36650,5005,1010,11165,4823,2023-08-11
36651,5006,1023,15069,4731,2023-08-25
36652,5011,1004,1633,4511,2023-09-03
36653,5004,1004,369,680,2023-06-18
36654,5001,1008,16687,652,2023-08-30
36655,5013,1016,3952,3049,2023-01-30
36656,5005,1014,13418,4230,2024-12-04
36657,5014,1015,15234,1896,2025-07-27
36658,5015,1002,3743,1350,2023-09-19
36659,5015,1020,17849,1188,2024-12-19
36660,5005,1009,7035,1763,2023-10-06
36661,5006,1015,966,4336,2023-06-08
36662,5015,1008,18933,1657,2023-01-14
36663,5006,1006,6421,1242,2023-11-16
36664,5008,1010,1676,1470,2023-02-15
36665,5011,1017,11327,3955,2024-10-15
36666,5009,1017,19363,2833,2024-12-08
36667,5015,1001,16441,4287,2023-12-09
36668,5006,1001,6512,3861,2024-10-18
36669,5002,1013,18057,3461,2023-01-17
36670,5004,1011,8759,3441,2024-11-22
36671,5007,1003,1505,491,2025-07-17
36672,5008,1005,126,1873,2023-04-27
36673,5011,1015,6535,2482,2025-05-21
36674,5012,1013,8839,2284,2023-09-27
36675,5001,1001,16920,3884,2025-07-01
36676,5005,1021,15118,3713,2024-10-05
36677,5015,1015,15716,1835,2025-07-17
36678,5014,1022,4136,2474,2025-02-04
36679,5015,1012,8611,2200,2025-02-11
36680,5008,1013,19815,4706,2025-03-15
36681,5010,1011,15697,4820,2024-07-21
36682,5011,1005,2034,1484,2023-03-29
